Name,Metaphors,Emoji
Stream Input Output,"flow,process,work stream",🔄
Stream Output,"flow,process,work stream",🔄
Style Guide,"swatch,color,system,stack",🎨
Street Sign,"navigation,focus,driving,home,house,neighborhood,post,sign,arrow",🚏
Sub Grid,"pixel,square,target",🟦
Subtitles,"screen,type,UI,subtitle,read",💬
Subtract,"block,minus,dash",➖
Subtract Circle,"block,minus,dash",➖
Subtract Circle Arrow Back,"block,minus,dash",⬅️
Subtract Circle Arrow Forward,"block,minus,dash",➡️
Subtract Parentheses,"block,minus,dash,negate",➖
Subtract Square,"block,minus,dash",➖
Subtract Square Multiple,"block,minus,dash",➖
Surface Earbuds,"device,physical,product,audio,headphones,sound",🎧
Surface Hub,"device,physical,product,screen,touch screen,presentation",🖥️
Swimming Pool,"ocean,waterfront,swim,pool,hot tub,jacuzzi,hotel,home",🏊
Swipe Down,"gesture,touch screen,mobile,tablet,direction",⬇️
Swipe Right,"gesture,touch screen,mobile,tablet,direction",➡️
Swipe Up,"gesture,touch screen,mobile,tablet,direction",⬆️
Symbols,"icon,glyph,prohibited,heart,add,plus,new,sync,collection",🔣
Sync Off,"sync,circle,disconnect",🔄
Syringe,"health,hospital,doctor,medicine,vaccination",💉
System,"rectangle,shape",🖥️
TV,"device,screen,physical,analog,watch,view,video,television",📺
TV USB,"device,screen,physical,analog,watch,view,video,television",📺
Tab,"tab,mobile,rectangle,browser",📑
Tab Add,"tab,mobile,rectangle,browser",➕
Tab Arrow Left,"tab,mobile,rectangle,browser",⬅️
TV Arrow Right,"device,screen,physical,analog,watch,view,video,television",➡️
Tab Desktop,"tab,mobile,rectangle,browser",🖥️
Tab Desktop Arrow Clockwise,"tab,mobile,rectangle,browser",🔄
Tab Desktop Arrow Left,"tab,mobile,rectangle,browser",⬅️
Tab Desktop Bottom,"tab,mobile,rectangle,browser",⬇️
Tab Desktop Clock,"tab,mobile,rectangle,browser",⏰
Tab Desktop Copy,"tab,mobile,rectangle,browser",📋
Tab Desktop Image,"tab,mobile,rectangle,browser",🖼️
Tab Desktop Link,"tab,mobile,rectangle,browser",🔗
Tab Desktop Multiple,"tab,mobile,desktop,rectangle,browser",🖥️
Tab Desktop Multiple Add,"tab,mobile,rectangle,browser",➕
Tab Desktop Multiple Bottom,"tab,mobile,rectangle,browser",⬇️
Tab Desktop Multiple Sparkle,"tab,mobile,desktop,rectangle,browser,group,sparkle,automatic",✨
Tab Desktop New Page,"tab,mobile,rectangle,browser,ntp,new page",🆕
Tab Desktop Search,"tab,mobile,desktop,rectangle,browser,search,organize,find",🔍
Tab Group,"tab,mobile,desktop,rectangle,browser,group",👥
Tab In Private,"tab,mobile,rectangle,browser",🕵️
Tab InPrivate Account,"tab,mobile,rectangle,browser",🕵️
Tab Prohibited,"tab,mobile,rectangle,browser",🚫
Tab Shield Dismiss,"tab,mobile,rectangle,browser",🛡️
Table,"cell,row,column,information,chart",📊
Table Add,"cell,row,column,information,chart,plus,new",➕
Table Arrow Up,"cell,row,column,information,chart,arrow,point,up",⬆️
Table Bottom Row,"cell,row,column,information,chart",📊
Table Calculator,"cell,row,column,information,chart,math,calculator",🧮
Table Cell Edit,"cell,row,column,information,chart",✏️
Table Cells Merge,"cell,row,column,information,chart,addition,collection",➕
Table Cells Split,"cell,row,column,information,chart,subtract,split",➗
Table Checker,"cell,row,column,information,chart",✅
Table Column Top Bottom,"cell,row,column,information,chart,format,conditional formatting",📊
Table Cursor,"table,cell,cells,select,picker,pick",🖱️
Table Copy,"cell,row,column,information,chart",📋
Table Delete Column,"cell,row,column,information,chart",❌
Table Delete Row,"cell,row,column,information,chart",❌
Table Dismiss,"cell,row,column,information,chart,close,x,delete",❌
Table Edit,"cell,row,column,information,chart,pencil",✏️
Table Freeze Column,"cell,row,column,information,chart",❄️
Table Freeze Column And Row,"cell,row,column,information,chart",❄️
Table Freeze Row,"cell,row,column,information,chart",❄️
Table Insert Column,"cell,row,column,information,chart,cell",➕
Table Insert Row,"cell,row,column,information,chart,cell",➕
Table Lightning,"cell,row,column,information,chart,electric,smart",⚡
Table Link,"cell,row,column,information,chart,share",🔗
Table Image,"cell,row,column,information,chart,picture",🖼️
Table Move Above,"cell,row,column,information,chart",⬆️
Table Lock,"cell,row,column,information,chart,lock",🔒
Table Move Left,"cell,row,column,information,chart",⬅️
Table Move Below,"cell,row,column,information,chart",⬇️
Table Move Right,"cell,row,column,information,chart",➡️
Table Multiple,"cell,row,column,information,chart,collection,library",📚
Table Offset,"cell,row,column,information,chart,format,conditional formatting",📊
Table Offset Add,"cell,row,column,information,chart,format,conditional formatting",➕
Table Offset Less Than Or Equal To,"cell,row,column,information,chart,format,conditional formatting",≤
Table Offset Settings,"cell,row,column,information,chart,format,conditional formatting",⚙️
Table Resize Column,"cell,row,column,information,chart,arrow,fit,scale",⤢
Table Resize Row,"cell,row,column,information,chart,arrow,fit,scale",⤢
Table Settings,"cell,row,column,information,chart,gear,options",⚙️
Table Simple,"cell,row,column,information,chart",📊
Table Simple Checkmark,"school,travel,education,grades,square,checkmark",✅
Table Search,"cell,row,column,information,chart,magnifying glass",🔍
Table Simple Exclude,"grid,meeting,layout,video,settings,me",❌
Table Simple Include,"grid,meeting,layout,video,settings,me",✅
Table Simple Multiple,"tab,tab,",📚
Table Sparkle,"cell,row,column,information,chart,AI,sparkles",✨
Table Stack Below,"cell,row,column,information,chart",⬇️
Table Stack Left,"cell,row,column,information,chart",⬅️
Table Split,"cell,row,column,information,chart",➗
Table Stack Above,"cell,row,column,information,chart",⬆️
Table Stack Right,"cell,row,column,information,chart",➡️
Table Switch,"cell,row,column,information,chart",🔄
Tablet,"device,screen,physical,analog,watch,view,video,computer,pc",📱
Tablet Laptop,"monitor,remote work,small screen,touch screen,connect,device",💻
Tablet Speaker,"device,screen,physical,analog,watch,view,video,computer,pc",🔊
Tabs,"tab,mobile,rectangle,browser",📑
Tag,"price,information,detail,metadata,purchase,sort",🏷️
Tag Circle,"price,information,detail,metadata,purchase,sort",🏷️
Tag Dismiss,"price,information,detail,metadata,purchase,sort",❌
Tag Error,"price,information,detail,metadata,purchase,sort",⚠️
Tag Lock Accent,"price,information,detail,metadata,purchase,sort",🔒
Tag Lock,"price,information,detail,metadata,purchase,sort",🔒
Tag Multiple,"price,information,detail,metadata,purchase,sort",🏷️
Tag Off,"price,information,detail,metadata,purchase,sort",🚫
Tag Question Mark,"price,information,detail,metadata,purchase,sort",❓
Tag Reset,"price,information,detail,metadata,purchase,sort",🔄
Tag Search,"price,information,detail,metadata,purchase,sort",🔍
Tap Double,"hand,touch,gesture,device,physical",👆
Tap Single,"hand,touch,gesture,device,physical",👆
Target,"physical,goal,measurement,aim",🎯
Target Add,"physical,goal,measurement,aim",➕
Target Arrow,"physical,goal,measurement,aim",➡️
Target Dismiss,"physical,goal,measurement,aim",❌
Target Edit,"physical,goal,measurement,aim",✏️
Task List Add,"checklist,checkmark,check,goals,to do",📝
Task List Square Add,"checklist,checkmark,check,goals,to do",📝
Task List Square Database,"checklist,checkmark,check,goals,to do",📝
Task List Square Person,"checklist,checkmark,check,goals,to do",👤
Task List Square Settings,"checklist,checkmark,check,goals,to do",⚙️
Tasks App,"checklist,checkmark,check,goals,to do,app",📝
Teaching,"teacher,notebook,notepage,apple,learning,skill",🍎
Teardrop Bottom Right,"shape,custom,organic,curve,bean",🫘
Teddy,"animal,stuffy,comfort,event,snuggle",🧸
Temperature,"hot,cold,outdoor,indoor,measure,weather",🌡️
Tent,"outdoor,camping,event,hike,health,nature",⛺
Tetris App,"stack,puzzle,music",🧩
Text Add Space After,"type,text,typography,edit,create,top,bottom,after,before",➕
Text Add Space Before,"type,text,typography,edit,create,top,bottom,after,before",➕
Text Add T,"type,text,t,typography,edit,create",🅣
Text Align Center,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅒
Text Align Center Rotate 270,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅒
Text Align Center Rotate 90,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅒
Text Align Distributed,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅓
Text Align Distributed Evenly,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅓
Text Align Justify,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Justify Low,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Distributed Vertical,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅓
Text Align Justify Low Rotate 270,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Justify Low Rotate 90,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Justify Rotate 270,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Justify Rotate 90,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅙
Text Align Left,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅛
Text Align Left Rotate 270,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅛
Text Align Left Rotate 90,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅛
Text Align Right,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅡
Text Align Right Rotate 270,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅡
Text Align Right Rotate 90,"type,text,typography,edit,create,alignment,left,right,justify,low,distribute,rotate",🅡
Text Arrow Down Right Column,"text,cell,paste",⬇️
Text Asterisk,"type,text,typography,edit,create,star",*
Text Baseline,"type,text,typography,edit,create",🅑
Text Bold,"type,text,typography,edit,create",🅑
Text Bullet List,"type,text,typography,edit,create",• 
Text Bullet List 270,"type,text,typography,edit,create",• 
Text Bullet List 90,"type,text,typography,edit,create",• 
Text Bullet List Add,"type,text,typography,edit,create,task,to do,steps,goals,",➕
Text Bullet List Checkmark,"type,text,typography,edit,create,task,to do,steps,goals,",✅
Text Bullet List Dismiss,"type,text,typography,edit,create,task,to do,steps,goals,",❌
Text Bullet List Square,"type,text,typography,edit,create,task,to do,steps,goals,",🟦
Text Bullet List Square Clock,"type,text,typography,edit,create,task,to do,steps,goals,",⏰
Text Bullet List Square Edit,"type,text,typography,edit,create,task,to do,steps,goals,",✏️
Text Bullet List Square Person,"type,text,typography,edit,create,task,to do,steps,goals,",👤
Text Bullet List Square Settings,"type,text,typography,edit,create,task,to do,steps,goals,",⚙️
Text Bullet List Square Search,"type,text,typography,edit,create,task,to do,steps,goals,",🔍
Text Bullet List Square Shield,"type,text,typography,edit,create,task,to do,steps,goals,",🛡️
Text Bullet List Square Sparkle,"recap,ai,smart,review,understand,summary",✨
Text Bullet List Square Toolbox,"type,text,typography,edit,create,task,to do,steps,goals,",🧰
Text Bullet List Square Warning,"type,text,typography,edit,create,task,to do,steps,goals,",⚠️
Text Bullet List Tree,"type,text,typography,edit,create,task,to do,steps,goals,",🌳
Text Case Lowercase,"type,text,typography,edit,create,case,letter",🔡
Text Case Uppercase,"type,text,typography,edit,create,case,letter",🔠
Text Case Title,"type,text,typography,edit,create,case,letter",🔠
Text Change Case,"type,text,typography,edit,create,case,letter",🔠
Text Clear Formatting,"type,text,typography,edit,create,eraser,clear,letter",🧽
Text Collapse,"type,text,typography,edit,create,shrink,condense",➖
Text Color,"type,text,typography,edit,create,color,splash,letter",🎨
Text Column One,"type,text,typography,edit,create,layout,alignment",🅛
Text Column One Narrow,"type,text,typography,edit,create,layout,alignment",🅛
Text Color Accent,"type,text,typography,edit,create,color,splash",🎨
Text Column One Semi Narrow,"type,text,typography,edit,create,layout,alignment",🅛
Text Column One Wide Lightning,"type,text,typography,edit,create,lightning,column",⚡
Text Column Three,"type,text,typography,edit,create,layout,alignment",🅒
Text Column Two,"type,text,typography,edit,create,layout,alignment",🅒
Text Column Two Right,"type,text,typography,edit,create,layout,alignment",🅡
Text Column Two Left,"type,text,typography,edit,create,layout,alignment",🅛
Text Column Wide,"type,text,typography,edit,create,layout,alignment",🅒
Text Continuous,"type,text,typography,edit,create",🅒
Text Density,"type,text,typography,edit,create,comfy,cozy",🛋️
Text Description,"type,text,typography,edit,create,paragraph",📝
Text Direction Horizontal Left,"type,text,typography,edit,create,letter",⬅️
Text Direction Horizontal Right,"type,text,typography,edit,create,letter",➡️
Text Direction Rotate 270 Right,"type,text,typography,edit,create,letter",🔄
Text Direction Rotate 315 Right,"type,text,typography,edit,create,letter",🔄
Text Direction Rotate 45 Right,"type,text,typography,edit,create,letter",🔄
Text Direction Rotate 90 Left,"type,text,typography,edit,create,letter",🔄
Text Direction Rotate 90 Right,"type,text,typography,edit,create,letter",🔄
Text Direction Vertical,"type,text,typography,edit,create,letter",↕️
Text Edit Style,"type,text,typography,edit,create,pencil,letter",✏️
Text Effects,"type,text,typography,edit,create,letter",✨
Text Effects Sparkle,"type,text,typography,edit,create,letter",✨
Text Expand,"type,text,typography,edit,create,grow,expand",➕
Text Field,"type,text,typography,edit,create,input field,form,letter",📝
Text First Line,"type,text,typography,edit,create",📝
Text Font,"type,text,typography,edit,create,font,letter",🔤
Text Font Info,"type,text,typography,edit,create,information,details,letter",ℹ️
Text Font Size,"type,text,typography,edit,create,size,scale,header,body,letter",🔠
Text Footnote,"type,text,typography,edit,create,number,letter",📝
Text Grammar Arrow Left,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",⬅️
Text Grammar Arrow Right,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",➡️
Text Grammar Checkmark,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",✅
Text Grammar Error,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",⚠️
Text Grammar Dismiss,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",❌
Text Grammar Lightning,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",⚡
Text Grammar Settings,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",⚙️
Text Grammar Wand,"type,text,typography,edit,create,wand,dismiss,checkmark,arrow left,arrow right,gear,settings",✨
Text Hanging,"type,text,typography,edit,create",📝
Text Header 1 Lines,"text,header,h1,h2,h3,collapse,expand",1️⃣
Text Header 1,"type,text,typography,edit,create,header,h1,h2,h3,number,letter",1️⃣
Text Header 1 Lines Caret,"text,header,h1,h2,h3,collapse,expand",1️⃣
Text Header 2,"type,text,typography,edit,create,header,h1,h2,h3,number,letter",2️⃣
Text Header 2 Lines,"text,header,h1,h2,h3,collapse,expand",2️⃣
Text Header 2 Lines Caret,"text,header,h1,h2,h3,collapse,expand",2️⃣
Text Header 3,"type,text,typography,edit,create,header,h1,h2,h3,number,letter",3️⃣
Text Header 3 Lines,"text,header,h1,h2,h3,collapse,expand",3️⃣
Text Header 3 Lines Caret,"text,header,h1,h2,h3,collapse,expand",3️⃣
Text Indent Decrease,"type,text,typography,edit,create",⬅️
Text Indent Decrease Rotate 90,"type,text,typography,edit,create",⬅️
Text Indent Decrease Rotate 270,"type,text,typography,edit,create",⬅️
Text Indent Increase,"type,text,typography,edit,create",➡️
Text Indent Increase Rotate 270,"type,text,typography,edit,create",➡️
Text Indent Increase Rotate 90,"type,text,typography,edit,create",➡️
Text Line Spacing,"type,text,typography,edit,create,line height",↕️
Text Italic,"type,text,typography,edit,create,letter",🅘
Text More,"type,text,typography,edit,create,overflow,letter",⋯
Text Number Format,"type,text,typography,edit,create,number,letter",🔢
Text Number List Rotate 90,"type,text,typography,edit,create,number",🔢
Text Number List Rotate 270,"type,text,typography,edit,create,number",🔢
Text Paragraph,"type,text,typography,edit,create,paragraph",📝
Text Paragraph Direction,"type,text,typography,edit,create",➡️
Text Paragraph Direction Left,"type,text,typography,edit,create",⬅️
Text Paragraph Direction Right,"type,text,typography,edit,create",➡️
Text Period Asterisk,"type,text,typography,edit,create",*
Text Position Behind,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",⬇️
Text Position Front,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",⬆️
Text Position Line,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",➖
Text Position Square,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",🟦
Text Position Square Left,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",⬅️
Text Position Square Right,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",➡️
Text Position Through,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",➖
Text Position Tight,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",➖
Text Position Top Bottom,"type,text,typography,edit,create,behind,front,line,square,through,tight,noodle",↕️
Text Proofing Tools,"type,text,typography,edit,create,letter",📝
Text Quote,"type,text,typography,edit,create",❝
Text Sort Ascending,"type,text,typography,edit,create,letter",⬆️
Text Sort Descending,"type,text,typography,edit,create,letter",⬇️
Text Strikethrough,"type,text,typography,edit,create,letter",̶
Text Subscript,"type,text,typography,edit,create,letter",ₓ
Text Superscript,"type,text,typography,edit,create,letter",ˣ
Text T,"type,text,t,typography,edit,create",🅣
Text T Tag,"template,public,letter,brackets,intellisense,text,tag,t",🏷️
Text Underline,"type,text,typography,edit,create,letter",_
Text Underline Double,"spell check,error,abc,type,edit,grammar check",_
Text Whole Word,"type,text,typography,edit,create,letter",🔤
Text Word Count,"type,text,typography,edit,create,number",🔢
Text Wrap,"type,text,typography,edit,create",🔄
Text Wrap Off,"type,text,typography,edit,create,slash",🚫
TextBox,"type,text,typography,edit,create,alignment,layout",📝
TextBox Align Bottom,"type,text,typography,edit,create,alignment,layout",⬇️
TextBox Align Bottom Center,"type,text,typography,edit,create,alignment,layout",⬇️
TextBox Align Bottom Left,"type,text,typography,edit,create,alignment,layout",⬇️
TextBox Align Bottom Right,"type,text,typography,edit,create,alignment,layout",⬇️
TextBox Align Bottom Rotate 90,"type,text,typography,edit,create,alignment,layout",⬇️
TextBox Align Center,"type,text,typography,edit,create,alignment,layout",🅒
TextBox Align Middle,"type,text,typography,edit,create,alignment,layout",🅒
TextBox Align Middle Left,"type,text,typography,edit,create,alignment,layout",🅛
TextBox Align Middle Right,"type,text,typography,edit,create,alignment,layout",🅡
TextBox Align Middle Rotate 90,"type,text,typography,edit,create,alignment,layout",🅒
TextBox Align Top,"type,text,typography,edit,create,alignment,layout",⬆️
TextBox Align Top Center,"type,text,typography,edit,create,alignment,layout",⬆️
TextBox Align Top Left,"type,text,typography,edit,create,alignment,layout",⬆️
TextBox Align Top Right,"type,text,typography,edit,create,alignment,layout",⬆️
TextBox Align Top Rotate 90,"type,text,typography,edit,create,alignment,layout",⬆️
TextBox Checkmark,"type,text,typography,edit,create,alignment,layout,check",✅
TextBox More,"type,text,typography,edit,create,alignment,layout",⋯
TextBox Rotate 90,"type,text,typography,edit,create,alignment,layout",🔄
TextBox Settings,"type,text,typography,edit,create,alignment,layout",⚙️
Thinking,"cloud,thought,brainstorm,ideation",💭
Thumb Like,"approve,disapprove,like,dislike,hand,gesture",👍
Thumb Dislike,"approve,disapprove,like,dislike,hand,gesture",👎
Thumb Like Dislike,"approve,disapprove,like,dislike,hand,gesture",👍
Ticket Horizontal,"event,checkin",🎟️
Ticket Diagonal,"event,checkin",🎟️
Time And Weather,"clock,sun,weather,picker",⏰
Time Picker,"number,time,date,selector",⏰
Timeline,"feed,order,sort",🕒
Timer,"clock,time,alarm,alert,stopwatch",⏲️
Timer 10,"clock,time,alarm,alert,stopwatch,number,type",⏲️
Timer 2,"clock,time,alarm,alert,stopwatch,number,type",⏲️
Timer 3,"clock,time,alarm,alert,stopwatch,number,type",⏲️
Timer Off,"clock,time,alarm,alert,stopwatch",⏲️
Toggle Left,"on,off,ui",🔘
Toggle Multiple,"on,off,ui",🔘
Toggle Right,"on,off,ui",🔘
Toolbox,"settings,tool,tooling",🧰
Tooltip Quote,"text,description,type,quote",❝
Top Speed,"measure,odometer,speedometer,health,tracking,internet",🏎️
Translate,"text,type,letter",🌐
Translate Off,"text,type,letter,slash",🚫
Translate Auto,"text,type,letter,automatically",🌐
Transmission,"gear shift,vehicle,travel,speed",⚙️
Transparency Square,"image,photo,design,transparent,opacity,opaque,checker,layer",🟦
Tray Item Add,"unload,load,container,shipping,manufacturing",➕
Tray Item Remove,"unload,load,container,shipping,manufacturing",➖
Tree Deciduous,"nature,park,event,emoji",🌳
Tree Evergreen,"nature,park,event,emoji",🌲
Triangle,"triangle,shape,arrow,Used for general pointing. Contains directional variants.",🔺
Triangle Down,"triangle,shape,arrow,Used for general pointing. Contains directional variants.",🔻
Triangle Left,"triangle,shape,arrow,Used for general pointing. Contains directional variants.",◀️
Triangle Right,"triangle,shape,arrow,Used for general pointing. Contains directional variants.",▶️
Trophy,"award,medal,congratulations,celebrate,win,slash",🏆
Trophy Lock,"award,medal,congratulations,celebrate,win,slash",🔒
USB Plug,"analog,device,universal series bus,storage,drive",🔌
Trophy Off,"award,medal,congratulations,celebrate,win,slash",🚫
Umbrella,"bumbershoot,rain,analog",☂️
Uninstall App,"plugin,square,stack",🗑️
USB Stick,"analog,device,universal series bus,storage,drive,thumb drive",💾
Vault,"physical,safe,safety,protection,storage",🗄️
Vehicle Bicycle,"travel,ride,map,commute,pedal,health",🚲
Vehicle Bus,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚌
Vehicle Cab,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚕
Vehicle Cable Car,"vehicle,ski lift,cableway,mountain,travel,vacation",🚡
Vehicle Car,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚗
Vehicle Car Collision,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",💥
Vehicle Car Parking,"automobile,parking,park,stop,car,vehicle,location",🅿️
Vehicle Car Profile,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚗
Vehicle Car Profile LTR Clock,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile,clock,time,commute",⏰
Vehicle Motorcycle,"travel,ride,map,commute,distance,automobile,motorbike,scooter",🏍️
Vehicle Ship,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚢
Vehicle Subway,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile",🚇
Vehicle Subway Clock,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile,clock,time,commute",⏰
Vehicle Truck,"travel,ride,map,commute,pedal,truck,manufacture,cargo",🚚
Vehicle Tractor,"travel,ride,map,commute,distance,event,vehicle,car,truck,automobile,tractor,dirt road",🚜
Vehicle Truck Bag,"travel,ride,map,commute,pedal,truck,manufacture,cargo",🚚
Vehicle Truck Cube,"travel,ride,map,commute,pedal,truck,manufacture,cargo",🚚
Vehicle Truck Profile,"travel,ride,map,commute,pedal,truck,manufacture,cargo",🚚
Video,"video,film,clip,media,content,camera,recording,capture",🎥
Video 360,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,vr",🎥
Video 360 Off,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,vr,slash",🚫
Video Add,"video,film,clip,media,content,camera,recording,capture,plus,new",➕
Video Background Effect,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,wallpaper,ai,image,background",✨
Video Background Effect Horizontal,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,wallpaper,ai,image,background,blur",✨
Video Bluetooth,"video,film,clip,media,content,camera,recording,capture,bluetooth",🔊
Video Chat,"video,film,clip,media,content,camera,recording,capture,chat",💬
Video Clip,"video,film,clip,media,content,camera,recording,capture",🎬
Video Clip Multiple,"video,film,clip,media,content,camera,recording,capture,stack",🎬
Video Clip Off,"video,film,clip,media,content,camera,recording,capture,slash",🚫
Video Clip Optimize,"video clip,play,media,video,compress,optimize",✨
Video Clip Wand,"video,film,clip,media,content,camera,recording,capture,magic,wand,enhance,optimize",✨
Video Link,,🔗
Video Off,"video,film,clip,media,content,camera,recording,capture,slash",🚫
Video People,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,appointment",👥
Video Person,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat",👤
Video Person Call,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,phone,handset",📞
Video Person Clock,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,time,meeting,clock,timer",⏰
Video Person Off,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,slash",🚫
Video Person Pulse,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat",💓
Video Person Sparkle,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,ai,settings",✨
Video Person Sparkle Off,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,ai,settings",🚫
Video Person Star,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat",⭐
Video Person Star Off,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat",🚫
Video Play Pause,"control,playback,start,begin",⏯️
Video Prohibited,"video,film,clip,media,content,camera,recording,capture,prohibited,",🚫
Video Recording,"video,film,clip,media,content,camera,recording,capture",⏺️
Video Security,"video,film,clip,media,content,camera,recording,capture,protection,alert,watch",🛡️
Video Switch,"video,film,clip,media,content,camera,recording,capture,switch,rotate",🔄
Video Sync,"video,film,clip,media,content,camera,recording,capture,sync,connect",🔄
Video USB,"video,film,clip,media,content,camera,recording,capture,usb",🔌
View Desktop,"device,ui,view,focus",🖥️
View Desktop Mobile,"device,ui,view,focus",📱
Virtual Network,"connect,arrow,network",🌐
Virtual Network Toolbox,"connect,arrow,network",🧰
Voicemail,"tape,playback,audio,recording,message",📨
Voicemail Arrow Back,"tape,playback,audio,recording,message",⬅️
Voicemail Arrow Forward,"tape,playback,audio,recording,message",➡️
Voicemail Shield,"tape,playback,audio,recording,message,protect,security,safety",🛡️
Voicemail Subtract,"tape,playback,audio,recording,message",➖
Vote,"ballot,box,election,event,card",🗳️
Walkie Talkie,"device,communication",📟
Wallet,"physical,analog,money,cash,purchase,balance,payment",👛
Wallet Credit Card,"physical,analog,money,cash,purchase,balance,payment",💳
Wallpaper,"image,background,picture,desktop,laptop,art,device",🖼️
Warning,"alert,exclamation,triangle,issue",⚠️
Wand,"sparkle,magic,edit,touch up,ai",✨
Warning Shield,"alert,exclamation,triangle,issue",🛡️
Warning Lock Open,"alert,exclamation,triangle,issue,privacy,public,content,info,data",🔓
Washer,"appliance,home,house,utility,washer,dryer,clean,water",🧺
Water,"ocean,waterfront,swim",💧
Weather Blowing Snow,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Cloudy,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",☁️
Weather Drizzle,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌦️
Weather Duststorm,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌪️
Weather Fog,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌫️
Weather Hail Day,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Hail Night,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌨️
Weather Moon,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌙
Weather Haze,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌫️
Weather Moon Off,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌙
Weather Partly Cloudy Day,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",⛅
Weather Partly Cloudy Night,"daily,sky,snow,wind,cloud,sun,rain,moon,lightning,haze",🌤️
